addr,amount,id,lat,lng,name,notice,tel,testkit,updatedAt,max
新竹縣竹北市文興路一段242號1樓,573,5933053041,24.81018,121.0287,中一藥局,更新:快篩販售時間下午16:00,(03)6670827,羅氏家用新冠病毒抗原自我檢測套組,1655913302,0
宜蘭縣羅東鎮中山路2段303號,456,5934022095,24.67394,121.7786,羅東啄木鳥藥局,二三五六 藥師執業,(03)9604670,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣頭份市中華路997號,550,5935051616,24.68561,120.9068,康寧藥局,快篩販售時間為每日08:10開始， 星期日休息,(037)594173,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市豐原區田心路2段269號,652,5936010780,24.23821,120.7226,復生藥局,無,(04)25261803,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市豐原區中正路296號,684,5936012551,24.25173,120.7156,豐原福倫藥局,實名制快篩販賣時段:下午2:00起,(04)25276618,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市沙鹿區洛泉里四平街142號,513,5936050060,24.23651,120.5608,大原藥局,8:30至21:00執業時段販賣實名制快篩,(04)26626572,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大里區新里里新興路24號,542,5936209796,24.09864,120.6773,永欣藥局,無,(04)24077085,羅氏家用新冠病毒抗原自我檢測套組,1659168242,0
彰化縣彰化市中正路1段253號,465,5937012582,24.08348,120.5466,正光藥局中正店,領藥來正光，快篩實名13:30開始販售;,(04)7235068,羅氏家用新冠病毒抗原自我檢測套組,1657554962,0
彰化縣彰化市崙平里建和街52號,404,5937013347,24.07063,120.5322,康禾藥局,快篩試劑週一到週五早上9點到下午6點售完為止,(04)7624077,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣員林市大同路二段182－1號,582,5937050135,23.96908,120.575,信昇藥局,快篩試劑販售時間-每日上午9點開始.售完為止,(04)8358827,羅氏家用新冠病毒抗原自我檢測套組,1677459752,0
雲林縣斗南鎮延平路2段264號,442,5939021543,23.67841,120.4786,惠宏藥局,0-6歲免費快篩下午2點販售,(05)5953727,羅氏家用新冠病毒抗原自我檢測套組,1681401152,0
臺南市新市區新和里民生路57號,382,5941200045,23.07882,120.2902,慶豐綜合藥局,無,(06)5014888,羅氏家用新冠病毒抗原自我檢測套組,1677285212,0
臺南市歸仁區辜厝里中山路二段71號,624,5941281362,22.96681,120.2923,安麗兒藥局,快篩發放下午2點~4點止.星期天無發放,(06)2399212,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市岡山區維仁路147號,735,5942020050,22.79481,120.2925,惠光西藥局,無,(07)6212163,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市阿蓮區清蓮里中山路88號,754,5942140039,22.87901,120.3284,和德藥局,無,(07)6313928,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市梓官區嘉展路479號,374,5942201199,22.73455,120.2533,安麗兒藥局梓官店,無,(07)6106189,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
屏東縣東港鎮興東二街16號,358,5943031833,22.47816,120.4642,東港啄木鳥藥局,上午09:30,(08)8327125,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
花蓮縣花蓮市中正路179號,592,5945013048,23.97165,121.5987,幸福花蓮藥局,快篩販售時間週一至週六下午一點開賣晚9點30結束*周日彈性販售.,(03)8361412,羅氏家用新冠病毒抗原自我檢測套組,1682379152,0
臺北市松山區敦化北路4巷51號,422,5901012203,25.05006,121.5447,博荃藥局,連假期間皆休診 !,(02)27316736,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市大安區延吉街233巷9號,541,5901023331,25.03708,121.5561,佑安藥局,營業時間為下午兩點開始，週六不賣快篩,(02)27069339,羅氏家用新冠病毒抗原自我檢測套組,1678895552,0
臺北市中山區龍江路356巷19號1樓,513,5901101321,25.06607,121.5401,文德藥局,無,(02)25181178,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市內湖區瑞光路212號,443,5901112977,25.07525,121.5763,瑞光藥局,實名制快篩:平日14:00~20:00;例假日14:00~17:00,(02)87513365,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市內湖區成功路4段218號,455,5901113438,25.08456,121.5961,晶龍藥局,快篩試劑販售時間:星期一~六下午2:30 售完為止,(02)27956255,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市內湖區康寧路3段39號、39號2樓、41號、43號,508,5901113456,25.07264,121.6078,佑全內湖康寧藥局,無,(02)26346578,羅氏家用新冠病毒抗原自我檢測套組,1677836552,0
臺北市北投區石牌路2段99巷9號1樓,1015,5901160197,25.11792,121.5166,川秀藥局,無,(02)28270702,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市北投區中和街286號,597,5901161890,25.14047,121.5004,良興藥局,18:30 開始營業至凌晨 12:30,(02)28933360,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市信義區永吉路30巷148弄4之1號,493,5901172820,25.04266,121.5685,安心藥局,無,(02)27474992,羅氏家用新冠病毒抗原自我檢測套組,1678768112,0
臺北市萬華區西園路2段260號,447,5901192546,25.02784,121.4946,躍獅西園藥局,快篩販售時段:下午2點至售完為止(政府正常配貨的情況下，現場排隊),(02)23094063,羅氏家用新冠病毒抗原自我檢測套組,1677574502,0
臺北市萬華區環河南路2段177號,865,5901193230,25.03259,121.492,啟仁藥局,6歲以下65歲以上免費快篩，發完為止,(02)23362771,羅氏家用新冠病毒抗原自我檢測套組,1677488132,0
臺北市文山區永安街22巷16號,493,5901202681,24.98683,121.5697,振大藥局,無,(02)29393385,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市文山區萬安街15號,506,5901202958,25.00139,121.5706,杏一萬安藥局,營業時間0900-2200,(02)22302126,羅氏家用新冠病毒抗原自我檢測套組,1677647012,0
臺北市文山區福興路56號,555,5901203124,25.00345,121.5505,福興藥局,無,(02)89313868,羅氏家用新冠病毒抗原自我檢測套組,1680191552,0
高雄市三民區澄和路66號,607,5902050565,22.64474,120.3445,澄和藥局,快篩試劑- 販售時間自上午10:00起至售完為止,(07)3923111,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市豐原區中正路223、225號1、2樓,486,5903010547,24.25179,120.7175,佑全豐原中正藥局,實名制快篩販售時間: 9:00至售完為止;請關注本藥局臉書最新訊息;各醫院診所慢箋、牙科箋領藥全年無休,(04)25152886,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市神岡區豐洲路466－3號1樓,373,5903080094,24.26179,120.7045,灃洲大藥局,星期日公休,(04)25150169,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大雅區民生路3段432號,658,5903100055,24.23441,120.6655,大詮藥師藥局,平時營業時間;週一到週五11:30至22:00，週六晚上9點打烊，週日固定公休;,(04)25682767,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市烏日區中山路一段354號1樓,932,5903150144,24.10816,120.6386,佑全台中烏日藥局,無,(04)23367756,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市中區中華路二段63號、65號1樓,721,5903220150,24.14801,120.6794,老順安大藥局,5/11暫停販售        實名制快篩銷售時間:周一至周六下午兩點至三點,(04)22016306,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市西區精誠路252號1樓,546,5903240465,24.14949,120.6549,德恩藥師藥局,無,(04)23102358,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市北區進化路510、512號,596,5903260270,24.16047,120.6946,冠安藥局,無,(04)22335770,羅氏家用新冠病毒抗原自我檢測套組,1680857552,0
臺中市北區北平路2段56號1樓,465,5903260958,24.17153,120.6735,健康達人藥局,快篩實名制，9:00開始販售至22:00為止;,(04)22994866,羅氏家用新冠病毒抗原自我檢測套組,1659368763,0
臺南市新營區民權路74、76、78號1樓,468,5905010250,23.30615,120.3127,大樹新營藥局,快篩實名制，每天16:00開始販售，售完為止;,(06)6328300,羅氏家用新冠病毒抗原自我檢測套組,1669208042,0
臺南市善化區民權路54、56、58號1樓,463,5905070121,23.1322,120.3034,大樹善化藥局,無,(06)5830550,羅氏家用新冠病毒抗原自我檢測套組,1677501272,0
臺南市永康區中華路462號,404,5905310755,23.01082,120.2327,德昌藥局永康店,快篩販售時間:星期一~星期日14:30~16:00,(06)3020628,羅氏家用新冠病毒抗原自我檢測套組,1659663992,0
臺南市南區金華路二段2號1樓,387,5905330337,22.97556,120.1912,千薏台安藥局,無,(06)2638265,羅氏家用新冠病毒抗原自我檢測套組,1677827732,0
高雄市鳳山區文德里青年路二段463號1－2樓,661,5907011362,22.64513,120.3498,佑全鳳山藥局,無,(07)7801568,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市三民區建興路222號,550,5907320848,22.6447,120.325,仕康健保藥妝藥局,下午3點販售，現場排隊,(07)3845050,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市三民區大豐二路359．361號1樓,394,5907320982,22.6468,120.3343,康圓藥局,無,(07)3909978,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市苓雅區中華四路153號,335,5907350506,22.61783,120.3001,大樹苓雅藥局,快篩實名制，每天16:00開始販售，售完為止;,(07)5353111,羅氏家用新冠病毒抗原自我檢測套組,1680242612,0
基隆市中正區北寧路315號1樓,628,5911011325,25.13981,121.7951,永好藥局,無,(02)24697639,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
基隆市中正區新豐街251巷4弄9號1樓,499,5911011478,25.13594,121.7885,天康新豐藥局,無,(02)24695168,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
基隆市安樂區麥金路433號,610,5911060015,25.12511,121.7194,福泰藥局,無,(02)24311631,羅氏家用新冠病毒抗原自我檢測套組,1681108502,0
基隆市信義區深溪路149號,427,5911071572,25.13475,121.7826,元登藥局,無,(02)24663826,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
基隆市信義區信二路257、259號1樓,741,5911071607,25.1301,121.7478,家安藥師藥局,星期一 ~ 星期日,(02)24223917,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市西區西屯路1段220號,657,5917030271,24.15344,120.6707,國良藥局,實名制快篩，0-6歲免費快篩，每日早上9點-晚上10:30販售領取，售完為止;星期日照常販售;,(04)22018772,羅氏家用新冠病毒抗原自我檢測套組,1681833152,0
臺中市北區健行路493號,486,5917053649,24.15905,120.6778,博森藥局,防疫家用快篩固定在週一到週六，下午2:00到下午4:00，以現場排隊方式販售;,(04)22068589,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺南市東區崇文里生產路369─3號,571,5921012334,22.96502,120.2278,家庭藥局,快篩於營業時間皆有販售(星期一~星期六09:00~12:00.午休14:00~21:00),(06)2607298,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
嘉義市東區王田里林森東路300號1樓,460,5922012383,23.48889,120.464,振安藥局,實名制快篩:周一至周日10:00開始販售，售完為止,(05)2756541,羅氏家用新冠病毒抗原自我檢測套組,1681833152,0
嘉義市西區翠岱里仁愛路226號,504,5922020563,23.46984,120.443,信康藥局,無,(05)2161680,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市三重區正義北路207號1、2樓、209號1、2樓,460,5931026000,25.06846,121.4962,佑全三重正義藥局,快篩試劑14:00開賣，13:30排隊，13:50發號碼牌;,(02)29815341,羅氏家用新冠病毒抗原自我檢測套組,1659368763,0
新北市永和區大新街2號,747,5931030264,25.00853,121.5145,永達大藥局,無,(02)29213326,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市永和區得和路370號1樓,748,5931033541,24.99928,121.5244,大欣安藥局,營業時間9:00~22:00,(02)29450808,羅氏家用新冠病毒抗原自我檢測套組,1681092242,0
新北市中和區員山路172號1樓,602,5931043761,24.99994,121.4814,杏元藥局,快篩1400 發放，現場排隊;,(02)22236868,羅氏家用新冠病毒抗原自我檢測套組,1656751802,0
新北市中和區南華路15號1樓,616,5931044955,24.99567,121.5024,安騏生活藥局,無,(02)22445130,羅氏家用新冠病毒抗原自我檢測套組,1675671392,0
新北市新店區北新路3段127號1樓,1361,5931052091,24.9826,121.5412,康宜庭大坪林藥局,無,(02)89116029,羅氏家用新冠病毒抗原自我檢測套組,1681314752,0
新北市新店區三民路78號1樓－1,619,5931052215,24.97257,121.5348,三民藥局,週日休息.每2個月會週休2日一次,(02)89146301,羅氏家用新冠病毒抗原自我檢測套組,1678161152,0
新北市新店區北新路1段285號1樓,1516,5931053034,24.96707,121.541,康宜庭市公所藥局,無,(02)29151709,羅氏家用新冠病毒抗原自我檢測套組,1681314752,0
新北市新店區北宜路1段41號1樓,630,5931053132,24.95726,121.5384,康宜庭碧潭藥局,無,(02)29186266,羅氏家用新冠病毒抗原自我檢測套組,1681314752,0
新北市新莊區中華路1段35號1樓,552,593106A771,25.03765,121.4519,新佑康健保藥局,無,(02)29947490,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市鶯歌區尖山路296號,536,5931081234,24.94437,121.3406,文瑞藥局,快篩下午14:00開始販售  假日販售時間前一天公告,(02)26780589,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市三峽區民生街49號,739,5931091481,24.9362,121.3755,盛加藥局,無,(02)26739797,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市淡水區英專路92號,607,5931100047,25.17167,121.4459,松和大藥局,口罩代售:每週一~每週五10:30發放號碼牌,(02)26203698,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市蘆洲區中山二路75號1樓,454,5931140121,25.0819,121.4733,大政藥局,快篩上午8點開始販售,(02)22811126,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市五股區五福路54號1樓,721,5931151615,25.08973,121.4335,陽光健保藥局,無,(02)22922400,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
新北市林口區文化二路1段222號1樓,528,5931171724,25.07226,121.3695,林康藥局,無,(02)26088869,羅氏家用新冠病毒抗原自我檢測套組,1679574812,0
新北市三芝區中正路1段43號1樓,843,5931211045,25.25816,121.5032,三芝藥師藥局,無,(02)86353982,羅氏家用新冠病毒抗原自我檢測套組,1682743952,0
桃園市桃園區大有路556號,443,5932013883,25.01393,121.3181,桃園大有藥局,快篩星期一到星期日下午1:50發號碼牌;販賣時段:14:00~15:00,(03)3460793,羅氏家用新冠病毒抗原自我檢測套組,1676891012,0
桃園市桃園區大業路一段三二三號,436,593201A284,25.01136,121.3127,康泰藥局,無,(03)3588299,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市桃園區南平路516之1號,625,593201A695,25.01633,121.2937,安祐藥局,快篩販賣時間:周一至周五 0830-1200; 1400-1700; 1800-2100;週六週日0830-1200; 1400-1700,(03)3166889,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市中壢區新明里中央西路二段76號,410,5932020548,24.95848,121.2162,生富藥師藥局,無,(03)4941475,羅氏家用新冠病毒抗原自我檢測套組,1677669842,0
桃園市蘆竹區南崁路三四四號,338,5932052004,25.05039,121.2913,英登藥局,無,(03)2124606,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
桃園市蘆竹區南崁路245號,407,5932052933,25.04894,121.2933,天康南崁藥局,快篩販賣:週一~日14:00開賣通常30分鐘就售完不用再打電話問,(03)2122569,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
宜蘭縣羅東鎮復興路1段1號,613,5934020073,24.682,121.7713,長生藥局,快篩試劑販售時間為週一到週日 ; 每天早上 8:30  開始販售 售完為止,(03)9553222,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
苗栗縣大湖鄉中正路97號,628,5935081169,24.42265,120.8664,景元藥局,不限時段，售完為止,(037)996465,羅氏家用新冠病毒抗原自我檢測套組,1681833152,0
臺中市大甲區通天路178之1號,695,5936031583,24.38114,120.6547,日南藥局,111/12/31，112/01/02(,(04)26816949,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市龍井區新興路37號,466,5936171402,24.18084,120.5882,上華藥局,周一至周日快篩販賣時間下午2點開始販售，賣完為止,(04)26320433,羅氏家用新冠病毒抗原自我檢測套組,1659368763,0
彰化縣北斗鎮西德里斗苑路1段425、427號,304,5937041369,23.87305,120.5177,北斗福倫藥局,星期一~星期日早上10:00到晚上9:00(以當日數量售完為止),(04)8886618,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣溪湖鎮西溪里員鹿路2段臨1號,551,5937061567,23.95386,120.4936,凱侖藥局,依政府配送時間販售，今日早上9:30販售,(04)8812278,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣田中鎮南路里員集路2段266號,602,5937071401,23.85628,120.5864,田中啄木鳥藥局,無,(04)8746468,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
彰化縣秀水鄉安東村中山路282－1號,539,5937121246,24.03531,120.5035,健全藥局,無,(04)7686649,羅氏家用新冠病毒抗原自我檢測套組,1680855992,0
雲林縣斗六市民生南路262號,972,5939012222,23.69934,120.5369,啄木鳥藥局,無,(05)5344030,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
雲林縣斗六市慶生路26號,1361,5939012615,23.71281,120.5402,佑全斗六慶生藥局,實名制快篩上午9:00~晚上22:00,(05)5372736,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺南市新營區三仙里民權路63之3號,592,5941011851,23.30658,120.3125,新日康藥局,無,(06)6332833,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市鳳山區中崙路578號,479,5942011766,22.60205,120.3514,見康藥局,自2/11日~2/29日，營業日8:00發號碼牌12:00~22:00為販賣口罩時間，售完為止，,(07)7535158,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市鳳山區鳳甲路492號,385,5942013804,22.59758,120.3462,長喜連鎖藥局,快篩販賣周一~周六下午2:00 周日上午9:00~10:00,(07)7961070,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市仁武區文武里中華路40號,481,5942081302,22.69788,120.3481,奇美藥局,實名制快篩劑、售完為止,(07)3757869,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
高雄市鳥松區鳥松村大仁南路5號,669,5942100080,22.66233,120.3626,復元藥局,家用快篩銷售時間0830開始   售完為止,(07)7312979,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
屏東縣南州鄉三民路149號,565,5943201095,22.48985,120.5068,南州健人藥師藥局,販售快篩試紙:周一至周六下午2:00~4:00，週日不販售快篩試紙,(08)8646828,羅氏家用新冠病毒抗原自我檢測套組,1677499532,0
花蓮縣花蓮市中山路326號1樓、2樓,692,5945013306,23.98183,121.6058,佑全花蓮中山藥局,營業時間9-21點，時間內皆可購買實名制快篩,(03)8360199,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市大安區和平東路2段118巷57之1號,484,5901020376,25.02254,121.5429,靜園藥局,實名制快篩每日下午2:00開始代售，售完為止,(02)27336390,羅氏家用新冠病毒抗原自我檢測套組,1681459412,0
臺北市大安區忠孝東路4段216巷 63號,487,5901023411,25.0382,121.5531,長虹藥局,週一~週五10:00-22:00 週六週日10:30-19:30 販售實名制快篩,(02)27210232,羅氏家用新冠病毒抗原自我檢測套組,1682746952,0
臺北市大安區羅斯福路2段83號,488,5901024007,25.02572,121.5237,古亭健康人生藥局,營業時間9:30-21:30;,(02)23660895,羅氏家用新冠病毒抗原自我檢測套組,1677385712,0
臺北市大安區信義路4段34號,495,5901024678,25.03316,121.5447,大安健康人生藥局,快篩發放時間:下午3點開始-5點.並依序入場購買，請協助自備紙鈔,(02)27025553,羅氏家用新冠病毒抗原自我檢測套組,1672469552,0
臺北市內湖區文德路22巷27弄4號,372,5901113625,25.0766,121.58,富康文德藥局,無,(02)26272000,羅氏家用新冠病毒抗原自我檢測套組,1680191552,0
臺北市士林區忠義街80號1樓,453,5901152453,25.10614,121.5317,家赫藥局,無,(02)28346453,羅氏家用新冠病毒抗原自我檢測套組,1676958752,0
臺北市士林區永平街13號1樓,666,5901154135,25.08996,121.5051,誠泰中西藥局,星期天公休,(02)88112352,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市北投區中和街308號1樓,624,5901161934,25.14108,121.4998,康揚藥局,無,(02)28946520,羅氏家用新冠病毒抗原自我檢測套組,1676375552,0
臺北市北投區致遠一路1段132號1、2樓,581,5901163394,25.11051,121.5149,致遠春天藥局,無,(02)28253258,羅氏家用新冠病毒抗原自我檢測套組,1677413072,0
臺北市北投區育仁路55號1樓,522,5901163616,25.13361,121.4981,江南育仁大藥局,無,(02)28981850,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市信義區永吉路30巷113號,998,5901173587,25.04324,121.5689,新興健保藥局,快篩試劑庫存有時，直接販售;,(02)27494892,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市信義區富陽街86號,504,5901173694,25.02127,121.5564,洪暘藥局,下午2點開始販售，限一人持一張健保卡;,(02)27337099,羅氏家用新冠病毒抗原自我檢測套組,1678883612,0
臺北市中正區信義路2段79巷15－8號1Ｆ,568,5901180304,25.03545,121.527,祥全藥局,星期一至六下午2點開始賣快篩試劑,(02)23939339,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市萬華區萬青街165號1樓,458,5901190426,25.02279,121.5016,皇祥藥局,2228休息.星期日休息,(02)23375676,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市萬華區青年路20號,666,5901192180,25.02592,121.5055,康之友藥局,實名制快篩:下午14:00~15:30、晚上20:00~21:00;,(02)23011598,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市萬華區西園路2段292號1樓,434,5901193310,25.02698,121.4935,和德藥局,快篩實名制，每天16:00開始販售，售完為止;,(02)23331522,羅氏家用新冠病毒抗原自我檢測套組,1682322752,0
臺北市文山區木新路3段262、264號,482,5901201835,24.98132,121.5585,巧康藥局,無,(02)29372061,羅氏家用新冠病毒抗原自我檢測套組,1677843152,0
臺北市文山區忠順街1段66號,445,5901203106,24.98426,121.5607,光明大藥局,無,(02)29390275,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市文山區指南路2段8號,712,5901203295,24.98784,121.5742,專品政大藥局,無,(02)22343010,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺北市文山區景文街97號1樓,727,5901203428,24.99093,121.5413,康宜庭景文藥局,無,(02)29302801,羅氏家用新冠病毒抗原自我檢測套組,1681314752,0
高雄市苓雅區輔仁路175號,519,5902080545,22.63065,120.3332,柏松藥局,週一~週六09:00~22:30.週日11:00~20:00,(07)7119786,羅氏家用新冠病毒抗原自我檢測套組,1677742952,0
高雄市苓雅區青年一路167－3號,1511,5902085308,22.62172,120.3079,幸福藥師藥局,無,(07)5368701,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市豐原區豐東路401號1樓,811,5903010127,24.25457,120.7336,友誠藥局,禮拜一至禮拜日快篩發放時間上午九點至晚上九點，售完為止;,(04)25132371,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市梧棲區中央路1段907號,1283,5903060010,24.24742,120.5381,大芳藥局,新電話04-2656-1666(08:00-21:00販售實名制快篩),(04)26561666,羅氏家用新冠病毒抗原自我檢測套組,1681775552,0
臺中市后里區甲后路一段728號1、2樓,759,5903070169,24.30951,120.7193,佑全后里甲后藥局,實名制快篩只收現金無法刷卡;,(04)25583116,羅氏家用新冠病毒抗原自我檢測套組,1680191552,0
臺中市太平區東平路368號1樓,397,5903190497,24.13433,120.7267,太平惠民藥師藥局,快篩無限時間，請自備零錢，不找零,(04)22768799,羅氏家用新冠病毒抗原自我檢測套組,1660233332,0
臺中市太平區樹德路121號1樓,350,5903190700,24.15444,120.712,佑全太平藥局,無,(04)23910016,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市大里區大明路360、362號,417,5903200756,24.11511,120.6787,佑全大里大明藥局,實名制快篩，售完為止,(04)24818633,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市西區四維街23號1樓,534,5903240143,24.13714,120.6758,利民藥局,平日營業時間11-20，周六11-15，周日休;實名制快篩營業時間販售至售完或營業結束;,(04)22292931,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市西區公益路106號,618,5903240205,24.15105,120.6613,捷登藥局,實名制快篩 每日下午 2:00 準時開賣，售完為止 .,(04)23191929,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市北區漢口路3段183、185號1樓,473,5903260341,24.16703,120.6711,台中漢口藥局,實名制快篩販售時間每天10:00~19:30,(04)22936166,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市北區北平路二段190號1樓,441,5903260627,24.17117,120.6784,明曜藥局,可現場直接購買，星期二下午 晚上休息 星期六下午開始營業,(04)22916775,羅氏家用新冠病毒抗原自我檢測套組,1677773012,0
臺中市西屯區至善路60號,827,5903270614,24.17141,120.6395,至善德侑藥局,無,(04)24518729,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市南屯區大墩5街298號1樓,433,5903280067,24.14257,120.6486,博川健保藥局,實名制快篩 周一到周六 每日早上09:00開始販售 限量78份 售完為止,(04)24732995,羅氏家用新冠病毒抗原自我檢測套組,1676861012,0
臺中市南屯區黎明路二段135號1樓,529,5903280325,24.15977,120.6336,亞洲連鎖大藥局,從 5月11日(星期三)開始， 改下午五點開始販售快篩， 售完為止!,(04)23812886,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺中市北屯區太原路三段147號1樓,448,5903290983,24.16507,120.6901,祥和藥局,快篩販售:下午2點開始,(04)22369603,羅氏家用新冠病毒抗原自我檢測套組,1657121434,0
臺中市北屯區崇德路2段12號1樓,992,5903291131,24.16869,120.6855,兩隻老虎藥局,營業時間早上九點到晚上九點半,(04)22364635,羅氏家用新冠病毒抗原自我檢測套組,1668700442,0
臺中市北屯區興安路二段52號1、2樓,468,5903291140,24.1762,120.6949,興安藥局,無,(04)22460369,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺南市佳里區延平路76號1樓,468,5905050058,23.15507,120.1795,佳里啄木鳥藥局,早上8點-售完為止(若當天配送延誤，時間另行公布),(06)7236396,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺南市新市區中正路319－1號,536,5905200030,23.07958,120.2939,新和德健保藥局,快篩實名制每日14:15發號碼牌;14:30開始販售，售完為止,(06)5997603,羅氏家用新冠病毒抗原自我檢測套組,1659009152,0
臺南市新市區中正路200號,652,5905200058,23.07516,120.2916,欣和德藥局,快篩實名制每日14:15發號碼牌;14:30開始販售，售完為止,(06)5895658,羅氏家用新冠病毒抗原自我檢測套組,1658997962,0
臺南市永康區永大路二段397號1樓,628,5905310817,23.01227,120.2632,永大啄木鳥藥局,無,(06)2071575,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺南市永康區北興里北興路358號1樓,409,5905311145,23.01289,120.2709,慈惠中西藥局,快篩實名制:週一至週日營業時間皆有販賣，售完為止,(06)2050956,羅氏家用新冠病毒抗原自我檢測套組,1658763632,0
臺南市東區中華東路三段215號,542,5905320466,22.97603,120.2253,佑全中華藥局,星期一-六09:00-22:00,(06)2906386,羅氏家用新冠病毒抗原自我檢測套組,1682783552,0
臺南市東區崇明路123號1樓,449,5905320840,22.97946,120.2179,信霖藥局,無,(06)3364699,羅氏家用新冠病毒抗原自我檢測套組,1682732432,0
臺南市中西區光賢里武聖路9號,556,5905340173,23.00517,120.1932,賜安大藥局,快篩代售 星期一-六 早上11點~晚上9點  加line 搜尋@ogp9302u,(06)3589600,羅氏家用新冠病毒抗原自我檢測套組,1678091972,0
